# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
3880            	p               	-2.24658343e+02	(5.59871833e-04 -3.81740820e-02 3.05939889e-02)	0	1.49143230e+02	(2.90888835e-03 4.47683045e-02 -2.50387697e-02)	5
3890            	p               	-2.34813296e+02	(5.59871833e-04 -3.81740820e-02 3.05939889e-02)	0	1.48227432e+02	(1.91155997e-03 4.26794855e-02 -2.85359102e-02)	5
3900            	p               	-1.99026308e+02	(5.59871833e-04 -3.81740820e-02 3.05939889e-02)	0	1.42482732e+02	(1.91156471e-03 4.01289392e-02 -3.20485472e-02)	5
3910            	p               	-1.65553107e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.55832961e+02	(2.90453710e-03 -4.16374894e-02 3.00254940e-02)	0
3920            	p               	-1.61972004e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.66465155e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
3930            	p               	-1.66332203e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.63881931e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
3940            	p               	-1.70979551e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.42981375e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
3950            	p               	-1.72713356e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.49288644e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
3960            	p               	-1.74581846e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.54982324e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
3970            	p               	-1.75548965e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.54844190e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
3980            	p               	-1.77095264e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.54941358e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
3990            	p               	-1.77674048e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.48710569e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
4000            	p               	-1.76078632e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.49679323e+02	(-2.57456425e-03 -4.26654437e-02 2.85271020e-02)	0
4010            	p               	-1.74176815e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.68917788e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4020            	p               	-1.72396667e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.88525363e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4030            	p               	-1.71158207e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.87143681e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4040            	p               	-1.70200543e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.78416284e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4050            	p               	-1.70680577e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.79252860e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4060            	p               	-1.71601011e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.81067068e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4070            	p               	-1.70524827e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.83579452e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4080            	p               	-1.66859037e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.75591238e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4090            	p               	-1.64094539e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.66728348e+02	(-1.57824955e-03 -4.01238896e-02 3.20440194e-02)	0
4100            	p               	-1.71774052e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.69493831e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
4110            	p               	-1.63230414e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.69352724e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4120            	p               	-1.64118659e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.63100172e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4130            	p               	-1.64589160e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.52507288e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4140            	p               	-1.65685077e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.48032733e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
4150            	p               	-2.04914246e+02	(-2.32686222e-04 -3.91749254e-02 2.96035356e-02)	0	1.51483708e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4160            	p               	-2.43388452e+02	(5.60548744e-05 -3.89474142e-02 3.01057694e-02)	0	1.43216323e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4170            	p               	-2.02448946e+02	(3.01335177e-04 -3.86783138e-02 3.03524762e-02)	0	1.34690994e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
4180            	p               	-1.73756782e+02	(1.38165478e-02 3.36055806e-02 3.91633265e-02)	4	1.37928192e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4190            	p               	-1.72433106e+02	(1.33361272e-02 3.46010445e-02 3.81368871e-02)	4	1.44771796e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
4200            	p               	-1.59274239e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.45699603e+02	(-8.30928139e-05 -3.21601662e-02 4.02551221e-02)	0
4210            	p               	-1.65073417e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.49399717e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4220            	p               	-1.70038036e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.70420619e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
4230            	p               	-1.73753302e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.63155234e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
4240            	p               	-1.77931204e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.47722110e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4250            	p               	-1.80791121e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.47851305e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
4260            	p               	-1.81229666e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.56160091e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
4270            	p               	-1.80152804e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.58702917e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4280            	p               	-1.78063147e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.46184009e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
4290            	p               	-1.74883581e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.37928487e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
4300            	p               	-1.71527805e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.39441596e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4310            	p               	-1.68237183e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.52896913e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4320            	p               	-1.65901134e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.61828731e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4330            	p               	-1.64912641e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.59919371e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4340            	p               	-1.65579018e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.58842770e+02	(-1.08041857e-03 2.60204067e-02 4.42113110e-02)	4
4350            	p               	-1.68793962e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.57750489e+02	(-1.08041857e-03 2.60204067e-02 4.42113110e-02)	4
4360            	p               	-1.72973901e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.55547041e+02	(2.40545055e-03 -4.16339694e-02 3.00227477e-02)	0
4370            	p               	-1.73267493e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.62187674e+02	(2.40742029e-03 -4.01182986e-02 3.20382874e-02)	0
4380            	p               	-1.69177366e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.56379865e+02	(2.40742029e-03 -4.01182986e-02 3.20382874e-02)	0
4390            	p               	-1.67273884e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.37766744e+02	(2.90607600e-03 -4.01197077e-02 3.20396440e-02)	0
4400            	p               	-1.66998142e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.35291121e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4410            	p               	-1.66917890e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.44678661e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4420            	p               	-1.68686558e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.44259335e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
4430            	p               	-1.70725092e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.40005078e+02	(-8.31279398e-05 4.81423675e-02 1.93731145e-02)	5
4440            	p               	-1.71073953e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.44891737e+02	(-8.31279398e-05 4.81423675e-02 1.93731145e-02)	5
4450            	p               	-1.69319734e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.43402351e+02	(-8.31279398e-05 4.81423675e-02 1.93731145e-02)	5
4460            	p               	-1.66057044e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.42045562e+02	(1.41288311e-03 -4.42008011e-02 2.60133406e-02)	0
